CASE_NUMBER,VISA_STATUS,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,FULL_TIME_POSITION_Y_N,VISA_CLASS,JOB_TITLE_SUBGROUP,order,CASE_RECEIVED_DATE,Decision_Date,Processing_Time_Days
A-13101-54955,denied,"GUIDANCETEK, INC.",75462.0,year,75462.0,year,COMPUTER SOFTWARE ENGINEER,CHANDLER,15-1132,"Software Developers, Applications",ARIZONA,,greencard,software engineer,71282,04-Nov-13,31-Oct-14,361
I-200-14066-576751,certified,SYMANTEC CORPORATION,113428.0,year,125613.75,year,PRINCIPAL SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,12754,10-Mar-14,22-Dec-14,287
I-200-13227-399375,certified,"QUALCOMM TECHNOLOGIES, INC.",82462.0,year,82462.0,year,SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,56863,19-Aug-13,23-Aug-13,4
I-200-15048-131875,certified,"OPENWAVE MOBILITY, INC.",82763.0,year,82763.0,year,SOFTWARE ENGINEER,REDWOOD CITY,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,56297,18-Feb-15,27-Feb-15,9
I-200-14072-162531,certified,TECH MAHINDRA (AMERICAS) INC.,72904.0,year,72904.0,year,BUSINESS ANALYST,Dearborn,15-1121,Computer Systems Analysts,MI,y,H-1B,business analyst,77966,13-Mar-14,19-Mar-14,6
I-200-14077-509002,certified,RESURGE SOLUTIONS LLC,70845.0,year,71000.0,year,BUSINESS ANALYST,PLANO,15-1121,Computer Systems Analysts,TX,y,H-1B,business analyst,83962,21-Mar-14,27-Mar-14,6
I-200-13294-707271,certified,"TYLER TECHNOLOGIES, INC.",87547.0,year,87550.0,year,SOFTWARE ENGINEER III,RENTON,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,48268,23-Oct-13,11-Jan-13,285
A-14160-76135,certified,HARVARD UNIVERSITY,51420.0,year,205000.0,year,ASSISTANT PROFESSOR,BOSTON,25-1011,"Business Teachers, Postsecondary",MASSACHUSETTS,,greencard,assistant professor,137327,06-Sep-14,11-Oct-14,35
I-200-13260-249616,certified,ALUM ROCK UNION ELEMENTARY SCHOOL DISTRICT,46567.0,year,68441.0,year,SPECIAL EDUCATION TEACHER,SAN JOSE,25-2041,"Special Education Teachers, Preschool, Kindergarte",CA,y,H-1B,teacher,146112,17-Sep-13,26-Sep-13,9
I-200-14084-081194,certified,TEXAS WESLEYAN UNIVERSITY,69390.0,year,96900.0,year,ASSISTANT PROFESSOR OF FINANCE,FT WORTH,25-1011,"Business Teachers, Postsecondary",TX,y,H-1B,assistant professor,87706,25-Mar-14,31-Mar-14,6
I-200-15058-044656,certified,"DIYOTTA, INC.",61464.0,year,65000.0,year,SOFTWARE ENGINEER,CHARLOTTE,15-1132,"Software Developers, Applications",NC,y,H-1B,software engineer,109224,27-Feb-15,03-May-15,65
I-200-14296-145766,certified,HITACHI CONSULTING CORPORATION,51272.0,year,51272.0,year,SOFTWARE ENGINEER,BETHLEHEM,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,137618,23-Oct-14,29-Oct-14,6
I-200-12314-937192,certified,"SASKEN COMMUNICATION TECHNOLOGIES, LTD.",73258.0,year,73260.0,year,SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,76885,11-Sep-12,16-Nov-12,66
I-200-14045-884873,certified,GOOGLE INC.,98675.0,year,105000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,28964,19-Feb-14,06-Dec-14,290
A-14228-98884,certified,DALLAS INDEPENDENT SCHOOL DISTRICT,43990.0,year,46002.0,year,HIGH SCHOOL MATH TEACHER,DALLAS,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",TEXAS,,greencard,teacher,151105,17-Aug-14,23-Jan-15,159
I-200-13074-846332,certified,"BUSINESS INTELLI SOLUTIONS, INC.",24.2,hour,25.0,hour,SOFTWARE ENGINEER,DALLAS,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,139063,15-Mar-13,21-Mar-13,6
I-200-11088-638818,certified,"SUCCESSEHS, INC.",47923.0,year,49650.0,year,SOFTWARE ENGINEER,BIRMINGHAM,15-1031.00,"Computer Software Engineers, Applications",AL,y,H-1B,software engineer,143498,29-Mar-11,03-Nov-13,950
I-200-14080-195640,certified,"SYNCHRONISYS, INC.",29.68,hour,31.0,hour,BUSINESS ANALYST,LAKE BUENA VISTA,15-1121,Computer Systems Analysts,FL,n,H-1B,business analyst,108148,21-Mar-14,27-Mar-14,6
I-200-15051-081238,certified,GOOGLE INC.,99423.0,year,110000.0,year,SOFTWARE ENGINEER - SITE RELIABILITY ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,26504,26-Feb-15,03-Jun-15,97
I-200-14204-988199,certified,"PERCEPT PHARMA SERVICES, INC.",72530.0,year,85000.0,year,CLINICAL DATA ANALYST,EAST HANOVER,29-2011,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,NJ,y,H-1B,data analyst,78645,23-Jul-14,29-Jul-14,6
I-200-14134-670392,withdrawn,EAST CARROLL PARISH SCHOOL BOARD,20.27,hour,22.45,hour,HIGH SCHOOL MATH TEACHER,LAKE PROVIDENCE,25-2031,"Secondary School Teachers, Except Special and Care",LA,y,H-1B,teacher,154151,14-May-14,17-May-14,3
I-200-14076-315984,certified,LILAX TECHNOLOGIES INC,69680.0,year,70000.0,year,SOFTWARE ENGINEER,HERNDON,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,86828,17-Mar-14,21-Mar-14,4
I-200-14022-521957,certified,"KPIT INFOSYSTEMS, INC.",58968.0,year,64158.0,year,BUSINESS ANALYST,Braintree,15-1121,Computer Systems Analysts,MA,y,H-1B,business analyst,118343,22-Jan-14,29-Jan-14,7
I-200-13067-010719,certified,"TWITTER, INC.",108888.0,year,120000.0,year,SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,17803,03-Aug-13,14-Mar-13,142
I-200-14330-598891,certified,JACKSON STATE UNIVERSITY,46750.0,year,52000.0,year,"ASSISTANT PROFESSOR, ENVIRONMENTAL SCIENCES",JACKSON,25-1053,"ENVIRONMENTAL SCIENCE TEACHERS, POSTSECONDARY",MS,y,H-1B,assistant professor,145737,26-Nov-14,12-Mar-14,259
A-13057-43419,certified,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,92248.0,year,92248.0,year,Business Analyst - II,Teaneck,41-9031,Sales Engineers,NEW JERSEY,,greencard,business analyst,39544,27-Feb-13,25-Jun-15,848
I-200-14077-692477,certified,KPIT INFOSYSTEMS INC.,49920.0,year,55290.0,year,SOFTWARE ENGINEER,COLUMBUS,15-1121,Computer Systems Analysts,IN,y,H-1B,software engineer,139892,18-Mar-14,24-Mar-14,6
I-200-13076-192379,certified,CONSULTADD INC,61485.0,year,75000.0,year,DATA SCIENTIST,JERSEY CITY,15-2031,OPERATIONS RESEARCH ANALYSTS,NJ,y,H-1B,data scientist,109163,17-Mar-13,21-Mar-13,4
I-200-13294-480210,certified,"ROCKWELL COLLINS, INC.",73174.0,year,75680.0,year,SOFTWARE ENGINEER,BOTHELL,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,77068,21-Oct-13,11-May-13,163
I-200-14071-367978,certified,"NUTECH SYSTEMS, INC.",56014.0,year,60000.0,year,SOFTWARE ENGINEER,ATLANTA,15-1132,"Software Developers, Applications",GA,y,H-1B,software engineer,127734,03-Dec-14,18-Mar-14,260
I-200-14350-436109,certified,"FITBIT, INC.",94162.0,year,100000.0,year,SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,35533,16-Dec-14,22-Dec-14,6
I-200-14134-378354,certified,INTEL CORPORATION,127150.0,year,127150.0,year,Graphics Software Engineer,SANTA CLARA,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,5434,19-May-14,23-May-14,4
I-200-14282-823517,certified,CENTRAL MICHIGAN UNIVERSITY,44500.0,year,112000.0,year,ASSISTANT PROFESSOR,MOUNT PLEASANT,25-1011,"Business Teachers, Postsecondary",MI,y,H-1B,assistant professor,150062,10-Sep-14,16-Oct-14,36
I-200-14353-355802,certified,SPECTRUM LOGIX INC,73923.0,year,74000.0,year,SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,74469,19-Dec-14,26-Dec-14,7
I-200-15064-015535,certified,RCR TECHNOLOGY CORPORATION,57554.0,year,70000.0,year,SOFTWARE ENGINEER,INDIANAPOLIS,15-1132,"Software Developers, Applications",IN,y,H-1B,software engineer,123742,03-May-15,03-Nov-15,184
I-200-14080-190639,certified,"CLAVIER-WERKE SCHOOL OF MUSIC SOUTH, LLC",14.03,hour,20.0,hour,PIANO INSTRUCTOR/LEAD TEACHER,AUSTIN,25-3099,"Teachers and Instructors, All Other",TX,n,H-1B,teacher,165458,21-Mar-14,27-Mar-14,6
I-200-14226-692047,certified,"FUJITSU AMERICA, INC.",75519.0,year,75519.0,year,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",CHICAGO,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,71171,14-Aug-14,20-Aug-14,6
A-14258-06986,certified,"TPS II OF PA, LLC",187199.0,year,275000.0,year,"Assistant Professor, Cardiothoracic Anesthesia",Philadelphia,29-1061,ANESTHESIOLOGISTS,PENNSYLVANIA,,greencard,assistant professor,275,19-Sep-14,18-Feb-15,152
I-200-14021-635103,certified,"PINGER, INC.",80746.0,year,85000.0,year,SOFTWARE ENGINEER,SAN JOSE,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,60726,03-Mar-14,03-Jul-14,122
I-200-13301-457960,certified,SAN CARLOS UNIFIED SCHOOL DISTRICT NO. 20,38297.0,year,41756.0,year,ELEMENTARY SCHOOL TEACHER,SAN CARLOS,25-2021,"Elementary School Teachers, Except Special Educati",AZ,y,H-1B,teacher,159173,28-Oct-13,11-Jul-13,109
I-200-13066-369870,certified,"BROCADE COMMUNICATIONS SYSTEMS, INC.",109138.0,year,125000.0,year,SENIOR SOFTWARE ENGINEER,SAN JOSE,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,17381,03-Jul-13,13-Mar-13,112
I-200-13080-652720,certified,"SASKEN COMMUNICATION TECHNOLOGIES, LTD.",72883.0,year,73000.0,year,SOFTWARE ENGINEER,PLANO,15-1133,"Software Developers, Systems Software",TX,y,H-1B,software engineer,78095,21-Mar-13,27-Mar-13,6
I-200-14052-928831,certified,"SYMPHONY TELECA SERVICES, INC.",72000.0,year,88000.0,year,BUSINESS ANALYST,PLANO,15-1121,Computer Systems Analysts,TX,y,H-1B,business analyst,80121,21-Feb-14,04-Aug-14,164
I-200-14069-616231,certified,"YASH & LUJAN CONSULTING, INC.",61402.0,year,65000.0,year,SOFTWARE ENGINEER,SAN ANTONIO,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,109866,10-Mar-14,14-Mar-14,4
I-200-15037-790869,certified,TURN INC.,94162.0,year,94162.0,year,SOFTWARE ENGINEER,REDWOOD CITY,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,35802,02-Oct-15,17-Feb-15,227
I-200-13058-125466,certified,DENISON UNIVERSITY,69380.0,year,69380.0,year,"ASSISTANT PROFESSOR, ECONOMICS",Granville,25-1063,"Economics Teachers, Postsecondary",OH,y,H-1B,assistant professor,87723,27-Feb-13,03-May-13,65
I-200-14029-859762,certified,"TWITTER, INC.",112674.0,year,120000.0,year,SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,13709,02-Mar-14,02-Jul-14,122
I-200-14084-608320,certified,IFLOWSOFT SOLUTIONS INC.,62442.0,year,65000.0,year,BUSINESS ANALYST,ISELIN,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,105289,25-Mar-14,31-Mar-14,6
I-200-12268-579811,certified,NEST TECHNOLOGIES CORPORATION,64355.0,year,89606.0,year,SOFTWARE ENGINEER,PORTLAND,15-1132,"Software Developers, Applications",OR,y,H-1B,software engineer,99036,10-Feb-12,10-Sep-12,213
I-200-14024-520060,certified,"WAL-MART ASSOCIATES, INC.",98675.0,year,132000.0,year,SENIOR SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,28118,24-Jan-14,30-Jan-14,6
I-200-14064-337594,certified,OBERON IT INC,62379.0,year,62379.0,year,SOFTWARE ENGINEER,IRVING,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,106622,03-May-14,03-Nov-14,184
I-200-14150-947230,certified,MOTOROLA MOBILITY LLC,95269.0,year,95269.0,year,SOFTWARE ENGINEER,SUNNYVALE,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,33853,06-May-14,06-Nov-14,184
I-200-14290-715459,certified,"C-VISION, INC.",72600.0,year,72600.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,78457,17-Oct-14,23-Oct-14,6
I-200-13196-214108,certified,DC PREPARATORY ACADEMY,45340.0,year,78000.0,year,ELEMENTARY SCHOOL TEACHER,WASHINGTON,25-2021,"Elementary School Teachers, Except Special Educati",DC,y,H-1B,teacher,148417,15-Jul-13,19-Jul-13,4
I-200-13077-344947,certified,"ELECTRONICS FOR IMAGING, INC.",113499.0,year,118500.0,year,STAFF SOFTWARE ENGINEER,FOSTER CITY,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,12681,19-Mar-13,25-Mar-13,6
I-200-14240-628545,certified,"RELIANCE IT, INC.",36.65,hour,37.0,hour,BUSINESS ANALYST,Brea,15-1121,Computer Systems Analysts,CA,y,H-1B,business analyst,69653,28-Aug-14,09-Apr-14,141
A-14216-94963,certified,GOOGLE INC.,110094.0,year,112000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1133,"Software Developers, Systems Software",CALIFORNIA,,greencard,software engineer,15351,13-Aug-14,13-Jan-15,153
I-200-13111-533531,withdrawn,INTEL CORPORATION,92851.0,year,92851.0,year,SOFTWARE ENGINEER,HILLSBORO,15-1133,"Software Developers, Systems Software",OR,y,H-1B,software engineer,38211,24-Apr-13,14-Mar-14,324
I-200-13024-990821,certified,INTEL CORPORATION,74296.0,year,74296.0,year,SOFTWARE ENGINEER,CHANDLER,15-1133,"Software Developers, Systems Software",AZ,y,H-1B,software engineer,73566,28-Jan-13,02-Jan-13,26
I-200-14281-166132,certified,LENOVO (UNITED STATES) INC.,104042.0,year,105000.0,year,SENIOR SOFTWARE ENGINEER MANAGER,SANTA CLARA,15-1121,Computer Systems Analysts,CA,y,H-1B,software engineer,21614,13-Oct-14,17-Oct-14,4
I-200-14044-375346,certified,PENMARK GLOBAL GROUP INC.,62442.0,year,62442.0,year,BUSINESS ANALYST,ISELIN,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,105443,15-Feb-14,21-Feb-14,6
I-200-15050-642367,certified,OREGON STATE UNIVERSITY,57518.0,year,58725.0,year,ASSISTANT PROFESSOR,CORVALLIS,25-1061,ANTHROPOLOGY AND ARCHEOLOGY TEACHERS,OR,y,H-1B,assistant professor,123819,19-Feb-15,03-Feb-15,16
I-200-13324-633191,certified,BAE SYSTEMS INFORMATION SOLUTIONS,87422.0,year,95000.0,year,SENIOR SOFTWARE ENGINEER,WASHINGTON,15-1132,"Software Developers, Applications",DC,y,H-1B,software engineer,48430,21-Nov-13,02-Oct-15,680
I-200-12283-274251,certified,ECOM CONSULTING INC,68162.0,year,68184.0,year,SOFTWARE ENGINEER,Addison,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,90226,10-Nov-12,17-Oct-12,24
I-200-14055-450211,certified,"CAPITAL ONE SERVICES, LLC",80122.0,year,85000.0,year,SENIOR DATA ANALYST,MCLEAN,15-2031,OPERATIONS RESEARCH ANALYSTS,VA,y,H-1B,data analyst,61683,25-Feb-14,03-Mar-14,6
I-200-15035-321701,certified,"KRONSYS, INC.",55744.0,year,60000.0,year,BUSINESS ANALYST,Raleigh,15-1121,Computer Systems Analysts,NC,y,H-1B,business analyst,128451,02-Apr-15,02-Oct-15,183
A-14125-66364,certified,SONY MUSIC HOLDINGS INC,63856.0,year,92000.0,year,SOFTWARE ENGINEER,Culver City,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,100043,06-Dec-14,29-Oct-14,38
I-200-14078-627211,denied,SPECTRUM BEHAVIORAL MANAGEMENT,37960.0,year,52000.0,year,DATA ANALYST AND PROGRAMMER,POUGHKEEPSIE,15-1131,Computer Programmers,NY,y,H-1B,data analyst,159708,21-Mar-14,31-Mar-14,10
I-200-15079-520023,certified,"CANDELIS, INC.",69139.0,year,73000.0,year,SOFTWARE ENGINEER,NEWPORT BEACH,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,88072,20-Mar-15,26-Mar-15,6
I-200-14261-597819,certified,LOEB & LOEB LLP,124072.0,year,160000.0,year,ASSOCIATE ATTORNEY,NEW YORK,23-1011,Lawyers,NY,y,H-1B,attorney,6580,24-Sep-14,30-Sep-14,6
I-200-15039-994413,certified,RENOWNED CORP,63086.0,year,63086.0,year,BUSINESS ANALYST,NEW YORK,15-1121,Computer Systems Analysts,NY,y,H-1B,business analyst,102705,02-Aug-15,13-Feb-15,170
I-200-14213-140099,certified,"BORDERFREE, INC.",108763.0,year,110000.0,year,SENIOR SOFTWARE ENGINEER,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,18279,08-Dec-14,18-Aug-14,112
I-200-14078-853844,certified,SAKS IT GROUP,58469.0,year,60000.0,year,STORAGE SOFTWARE ENGINEER,Cupertino,15-1142,Network and Computer Systems Administrators,CA,y,H-1B,software engineer,119813,19-Mar-14,25-Mar-14,6
I-200-15072-121806,certified,XCHANGING SOLUTIONS (USA) INC,49400.0,year,60000.0,year,SOFTWARE ENGINEER,CHICAGO,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,141197,25-Mar-15,31-Mar-15,6
A-14071-52358,denied,DALLAS INDEPENDENT SCHOOL DISTRICT,42600.0,year,46002.0,year,MIDDLE SCHOOL SCIENCE TEACHER,DALLAS,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",TEXAS,,greencard,teacher,153517,23-Jul-14,23-Feb-15,215
I-200-14080-717206,certified,STANFORD EDUCATION FOUNDATION LLC.,14.91,hour,15.0,hour,Preschool Teacher,PALO ALTO,25-2011,"Preschool Teachers, Except Special Education",CA,y,H-1B,teacher,164956,25-Mar-14,31-Mar-14,6
I-200-14076-676932,certified,"THE UNITED SOLUTIONS GROUP, INC.",50045.0,year,50050.0,year,BUSINESS ANALYST,BLUE BELL,15-1131,Computer Programmers,PA,y,H-1B,business analyst,139720,17-Mar-14,25-Mar-14,8
A-14296-18681,certified,DATA CONCEPTS LLC,70928.0,year,86466.0,year,SENIOR SOFTWARE ENGINEER,GLEN ALLEN,15-1132,"Software Developers, Applications",VIRGINIA,,greencard,software engineer,83771,11-Jul-14,23-Apr-15,286
I-200-14035-097788,certified,"MEDALLIA, INC.",78957.0,year,78957.0,year,MARKET RESEARCH BUSINESS ANALYST,PALO ALTO,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,CA,y,H-1B,business analyst,63778,02-Apr-14,02-Oct-14,183
I-200-14346-659909,certified,THE FLORIDA STATE UNIVERSITY,69630.0,year,85000.0,year,ASSISTANT PROFESSOR,TALLAHASSEE,25-1032,"Engineering Teachers, Postsecondary",FL,y,H-1B,assistant professor,87060,12-Dec-14,18-Dec-14,6
I-200-15078-788282,certified,PRECISION TECHNOLOGIES CORP.,58614.0,year,60000.0,year,BUSINESS ANALYST,Kendall Park,13-1111,Management Analysts,NJ,y,H-1B,business analyst,119528,19-Mar-15,30-Mar-15,11
I-200-13063-388852,certified,CERNER CORPORATION,59114.0,year,70000.0,year,SOFTWARE ENGINEER,NORTH KANSAS CITY,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,117826,03-Apr-13,03-Aug-13,122
I-200-13067-732900,certified,TEKWISSEN LLC,64376.0,year,64376.0,year,ETL SOFTWARE ENGINEER,SACRAMENTO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,99021,03-Aug-13,14-Mar-13,142
I-200-15037-372402,certified,LARSEN & TOUBRO INFOTECH LIMITED,59259.0,year,70824.0,year,BUSINESS ANALYSTS,SAN RAMON,15-1199.08,BUSINESS INTELLIGENCE ANALYSTS,CA,y,H-1B,business analyst,117475,02-Jun-15,13-Feb-15,109
A-14239-01780,certified,UNIVERSITY OF LOUISVILLE,48755.0,year,215000.0,year,ASSISTANT PROFESSOR OF MEDICINE,Louisville,29-1069,"Physicians and Surgeons, All Other",KENTUCKY,,greencard,assistant professor,142174,09-Aug-14,29-Jan-15,173
I-200-14125-465426,certified,"KPIT INFOSYSTEMS, INC.",62442.0,year,81075.0,year,BUSINESS ANALYST,ISELIN,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,105222,05-May-14,05-Sep-14,123
I-200-14171-546072,withdrawn,OHIO UNIVERSITY,53917.0,year,67000.0,year,ASSISTANT PROFESSOR,Athens,25-1022,"Mathematical Science Teachers, Postsecondary",OH,y,H-1B,assistant professor,132517,23-Jun-14,24-Jun-14,1
I-200-14344-460717,certified,MICROSOFT CORPORATION,112986.0,year,135995.0,year,SENIOR SOFTWARE ENGINEER,REDMOND,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,13143,12-Oct-14,16-Dec-14,65
I-200-13169-412478,certified,MICHIGAN TECHNOLOGICAL UNIVERSITY,74163.0,year,83000.0,year,ASSISTANT PROFESSOR,HOUGHTON,25-1032,"Engineering Teachers, Postsecondary",MI,y,H-1B,assistant professor,73801,18-Jun-13,24-Jun-13,6
I-200-15049-256510,certified,"GEOMETRIC AMERICAS, INC",63315.0,year,66934.0,year,SOFTWARE ENGINEER,HOUSTON,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,101575,25-Feb-15,03-May-15,67
I-200-14162-575297,certified,PROVIDENCE COLLEGE,46490.0,year,68000.0,year,ASSISTANT PROFESSOR OF MATHEMATICS,Providence,25-1022,"Mathematical Science Teachers, Postsecondary",RI,y,H-1B,assistant professor,146209,06-Nov-14,17-Jun-14,142
I-200-14280-713147,certified,SPAN SYSTEMS CORPORATION,58053.0,year,71240.0,year,SENIOR SOFTWARE ENGINEER,COLUMBIA,15-1121,Computer Systems Analysts,SC,y,H-1B,software engineer,121245,14-Oct-14,20-Oct-14,6
I-200-14141-047574,certified,CGI TECHNOLOGIES AND SOLUTIONS INC.,61360.0,year,78000.0,year,BUSINESS ANALYST,PITTSBURGH,15-1121,Computer Systems Analysts,PA,y,H-1B,business analyst,109965,28-May-14,06-Mar-14,83
I-200-14069-281826,certified,WINWIRE TECHNOLOGIES INC,80746.0,year,81000.0,year,SOFTWARE ENGINEER,SANTA CLARA,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,60908,10-Mar-14,14-Mar-14,4
I-200-15062-354631,certified,MICROSOFT CORPORATION,97219.0,year,109740.0,year,SOFTWARE ENGINEER,REDMOND,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,31535,03-Mar-15,03-Sep-15,184
I-200-14365-428026,certified,THE CLOROX COMPANY,45469.0,year,45469.0,year,GLOBAL INSIGHTS DATA ANALYST - ANALYTIC INSIGHTS,OAKLAND,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,CA,y,H-1B,data analyst,148227,01-Jul-15,13-Jan-15,169
I-200-14135-744190,certified,PROMATRIX CORP,69680.0,year,70000.0,year,SOFTWARE ENGINEER,Arlington,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,86865,15-May-14,21-May-14,6
I-200-15012-141167,certified,THE ADVISORY BOARD COMPANY,71906.0,year,80000.0,year,BUSINESS ANALYST,AUSTIN,15-1199,"Computer Occupations, All Other",TX,y,H-1B,business analyst,80236,13-Jan-15,20-Jan-15,7
I-200-14266-355481,denied,"FUJITSU AMERICA, INC.",76731.0,year,76731.0,year,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",RICHARDSON,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,68000,23-Sep-14,26-Sep-14,3
I-200-14293-163274,certified,BUSINESS INTEGRA TECHNOLOGY SOLUTIONS INC.,73445.0,year,85000.0,year,Senior Java Software Engineer,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,75969,20-Oct-14,24-Oct-14,4
